id,year,rank,school,games,wins,losses,win_percentage,conference_wins,conference_losses,home_wins,home_losses,away_wins,away_losses,offensive_rating,defensive_rating,net_rating,field_goals,field_goal_attempts,field_goal_percentage,3_pointers,3_pointer_attempts,3_pointer_percentage,effective_field_goal_percentage,free_throws,free_throw_attempts,free_throw_percentage,offensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,opponent_points,simple_rating,point_diff,assist_turnover_ratio,home_win_pct,away_win_pct,home_advantage,conf_win_pct,scoring_efficiency,defensive_pressure
151,2010,4,Butler,37,6,18,0.536,3,10,19.0,5.0,6.0,10.0,114.3,93.0,5.5,26.0,51.8,0.502,10.2,11.7,0.338,0.537,18.2,18.0,0.583,9.2,31.0,17.2,9.9,4.5,11.9,21.8,77.1,56.4,22.63,20.699999999999996,1.4453781512605042,0.7916666666666666,0.375,0.41666666666666663,0.23076923076923078,1.4884169884169884,14.4
371,1980,16,Cincinnati,36,13,7,0.375,11,14,6.0,9.0,2.0,9.0,107.5,94.7,0.6,25.8,66.4,0.456,4.6,16.8,0.387,0.559,11.7,16.9,0.698,17.6,40.2,11.1,5.6,7.3,17.5,21.4,76.0,78.5,8.41,-2.5,0.6342857142857142,0.4,0.18181818181818182,0.2181818181818182,0.44,1.1445783132530118,12.899999999999999
121,1982,8,St. John's (NY),23,22,22,0.636,5,12,10.0,10.0,8.0,10.0,109.3,106.1,13.7,25.8,61.1,0.397,5.7,19.3,0.36,0.495,19.1,23.7,0.729,9.7,33.5,18.6,9.0,4.0,18.7,15.8,75.6,64.6,9.98,11.0,0.9946524064171124,0.5,0.4444444444444444,0.05555555555555558,0.29411764705882354,1.237315875613748,13.0
271,1986,11,Butler,36,15,15,0.552,2,16,16.0,0.0,8.0,5.0,112.3,86.8,6.9,22.1,60.7,0.411,4.7,13.3,0.358,0.502,20.5,27.1,0.711,12.8,32.3,13.8,8.7,5.7,10.5,19.6,82.5,77.6,14.45,4.900000000000006,1.3142857142857143,1.0,0.6153846153846154,0.3846153846153846,0.1111111111111111,1.359143327841845,14.399999999999999
162,2013,13,Boston College,23,29,24,0.613,9,15,6.0,1.0,7.0,5.0,106.8,101.9,0.0,22.7,56.6,0.532,11.0,14.6,0.405,0.543,19.7,16.5,0.662,9.1,39.2,14.3,7.5,7.7,10.0,16.9,78.8,61.0,4.06,17.799999999999997,1.4300000000000002,0.8571428571428571,0.5833333333333334,0.2738095238095237,0.375,1.392226148409894,15.2
173,1991,3,Seton Hall,40,26,14,0.813,14,11,6.0,7.0,5.0,9.0,99.0,96.7,0.0,28.9,56.8,0.43,9.7,26.2,0.342,0.553,15.1,21.7,0.736,9.6,30.0,9.5,10.0,3.6,15.1,18.2,73.8,62.7,15.11,11.099999999999994,0.6291390728476821,0.46153846153846156,0.35714285714285715,0.10439560439560441,0.56,1.2992957746478873,13.6
123,1985,3,Louisville,31,26,5,0.226,4,8,7.0,4.0,1.0,4.0,98.5,105.2,13.0,25.4,61.0,0.388,3.5,11.6,0.38,0.481,16.7,27.6,0.654,15.6,31.5,16.3,5.1,2.5,16.2,21.9,64.3,62.4,7.84,1.8999999999999986,1.0061728395061729,0.6363636363636364,0.2,0.43636363636363634,0.3333333333333333,1.0540983606557377,7.6
222,2004,1,Marquette,23,13,24,0.78,0,6,5.0,10.0,7.0,2.0,106.3,103.2,3.7,34.2,66.4,0.542,7.7,21.4,0.351,0.47,15.7,18.7,0.775,10.0,30.4,11.7,9.8,3.1,12.7,20.4,82.4,66.7,1.07,15.700000000000003,0.9212598425196851,0.3333333333333333,0.7777777777777778,-0.4444444444444445,0.0,1.2409638554216866,12.9
91,1990,15,Virginia Tech,40,25,16,0.548,1,2,12.0,1.0,3.0,5.0,113.6,110.4,10.8,27.4,61.3,0.527,3.2,21.5,0.368,0.505,11.1,17.0,0.721,12.3,30.6,11.3,11.3,3.5,19.1,28.4,79.7,73.4,4.51,6.299999999999997,0.5916230366492147,0.9230769230769231,0.375,0.5480769230769231,0.3333333333333333,1.300163132137031,14.8
136,1989,6,Virginia Tech,21,13,10,0.581,11,16,5.0,0.0,5.0,12.0,97.7,98.3,12.7,23.8,65.5,0.468,9.9,29.3,0.312,0.557,19.7,26.2,0.657,12.4,33.6,16.7,10.5,3.2,11.0,13.8,75.5,68.1,13.76,7.400000000000006,1.518181818181818,1.0,0.29411764705882354,0.7058823529411764,0.4074074074074074,1.1526717557251909,13.7
441,2018,3,UConn,39,24,9,0.875,0,15,14.0,8.0,7.0,8.0,101.6,100.8,20.4,30.2,51.1,0.496,1.0,7.6,0.306,0.495,21.3,21.0,0.69,13.1,32.5,14.0,10.7,5.6,11.3,16.2,70.2,79.3,0.0,-9.099999999999994,1.238938053097345,0.6363636363636364,0.4666666666666667,0.16969696969696968,0.0,1.3737769080234834,16.299999999999997
299,2013,10,West Virginia,33,17,18,0.529,14,17,6.0,8.0,5.0,10.0,96.8,105.2,5.0,24.2,56.0,0.472,3.4,5.5,0.311,0.465,10.2,25.2,0.735,12.8,33.5,16.7,10.3,3.7,14.6,22.3,70.7,69.1,15.62,1.6000000000000085,1.143835616438356,0.42857142857142855,0.3333333333333333,0.09523809523809523,0.45161290322580644,1.2625,14.0
471,2003,14,UConn,29,26,25,0.429,1,2,9.0,6.0,4.0,11.0,106.2,101.8,4.0,30.8,59.1,0.459,4.1,22.5,0.379,0.491,14.6,19.9,0.65,7.9,34.2,20.8,5.6,8.5,15.1,18.2,81.0,70.6,9.23,10.400000000000006,1.3774834437086094,0.6,0.26666666666666666,0.3333333333333333,0.3333333333333333,1.3705583756345177,14.1
466,1995,13,UConn,29,22,5,0.583,13,14,5.0,6.0,7.0,9.0,104.7,99.9,7.4,27.0,65.9,0.504,6.0,20.3,0.35,0.546,11.5,25.1,0.72,15.8,38.7,17.4,5.3,2.3,16.8,20.3,77.5,67.9,10.75,9.599999999999994,1.0357142857142856,0.45454545454545453,0.4375,0.01704545454545453,0.48148148148148145,1.1760242792109254,7.6
22,2020,6,Miami (FL),31,36,20,0.727,11,12,8.0,8.0,4.0,6.0,100.9,108.4,0.0,20.9,58.9,0.496,7.7,9.3,0.337,0.499,19.9,19.0,0.671,8.5,40.1,11.5,8.1,3.2,14.9,21.3,81.8,61.7,14.78,20.099999999999994,0.7718120805369127,0.5,0.4,0.09999999999999998,0.4782608695652174,1.3887945670628183,11.3
436,2008,14,DePaul,28,35,15,0.657,0,17,15.0,9.0,0.0,1.0,105.8,89.5,15.0,27.7,53.9,0.511,0.2,20.7,0.397,0.462,21.6,21.1,0.707,15.7,30.3,12.3,9.7,7.5,15.5,14.8,61.0,73.4,12.13,-12.400000000000006,0.7935483870967742,0.625,0.0,0.625,0.0,1.1317254174397031,17.2
448,2000,8,UConn,34,7,22,0.794,10,3,15.0,2.0,5.0,9.0,109.2,99.5,23.8,27.1,61.2,0.505,7.9,13.5,0.329,0.544,12.4,19.8,0.645,8.7,36.3,13.5,8.3,4.4,9.5,23.0,69.4,67.3,20.91,2.1000000000000085,1.4210526315789473,0.8823529411764706,0.35714285714285715,0.5252100840336134,0.7692307692307693,1.1339869281045751,12.700000000000001
21,1982,6,Butler,41,30,14,0.735,7,10,9.0,4.0,1.0,2.0,98.3,103.8,8.7,21.5,55.1,0.455,7.4,25.1,0.311,0.464,13.1,22.0,0.673,13.7,34.8,16.6,11.4,6.1,13.9,18.8,65.4,71.6,7.77,-6.199999999999989,1.1942446043165469,0.6923076923076923,0.3333333333333333,0.358974358974359,0.4117647058823529,1.1869328493647913,17.5
460,1994,4,Xavier,29,26,10,0.559,15,17,19.0,0.0,8.0,4.0,97.1,97.6,0.0,28.3,58.1,0.502,7.0,23.0,0.361,0.473,11.4,19.0,0.727,10.5,41.9,14.6,10.9,5.7,11.9,18.6,66.5,71.6,15.86,-5.099999999999994,1.2268907563025209,1.0,0.6666666666666666,0.33333333333333337,0.46875,1.144578313253012,16.6
83,1983,5,Boston College,29,29,25,0.857,16,12,10.0,8.0,5.0,7.0,95.1,104.1,23.2,22.9,65.9,0.488,0.2,29.3,0.337,0.487,9.7,16.3,0.665,15.1,29.2,12.8,10.9,7.1,15.7,21.0,61.9,62.5,2.03,-0.6000000000000014,0.8152866242038217,0.5555555555555556,0.4166666666666667,0.1388888888888889,0.5714285714285714,0.9393019726858876,18.0
81,2009,9,Seton Hall,39,11,24,0.861,17,19,17.0,5.0,1.0,5.0,101.7,86.8,5.0,27.0,59.0,0.453,9.4,12.7,0.313,0.55,18.0,19.4,0.71,8.7,31.1,8.9,7.1,7.7,9.8,20.4,74.0,77.7,7.06,-3.700000000000003,0.9081632653061225,0.7727272727272727,0.16666666666666666,0.6060606060606061,0.4722222222222222,1.2542372881355932,14.8
275,1985,12,West Virginia,30,17,14,0.688,3,1,16.0,6.0,7.0,11.0,106.7,103.2,6.7,27.1,53.4,0.399,7.2,6.3,0.315,0.488,20.6,18.0,0.686,10.1,40.9,19.9,8.6,1.5,11.5,18.0,76.8,62.4,3.32,14.399999999999999,1.7304347826086954,0.7272727272727273,0.3888888888888889,0.3383838383838384,0.75,1.4382022471910112,10.1
306,1993,9,Louisville,40,21,15,0.706,1,4,19.0,9.0,2.0,8.0,103.7,106.5,7.4,24.9,54.3,0.461,11.0,11.9,0.358,0.526,11.9,23.8,0.646,15.3,43.8,11.6,10.2,1.5,18.7,20.5,77.2,75.6,12.35,1.6000000000000085,0.6203208556149733,0.6785714285714286,0.2,0.4785714285714286,0.2,1.421731123388582,11.7
135,1990,5,Xavier,41,9,7,0.9,6,5,2.0,6.0,0.0,9.0,98.5,88.5,0.0,34.2,61.5,0.397,8.4,22.4,0.315,0.52,17.0,27.8,0.737,10.8,37.9,15.6,6.6,3.8,10.7,14.7,84.4,65.6,6.0,18.80000000000001,1.457943925233645,0.25,0.0,0.25,0.5454545454545454,1.372357723577236,10.399999999999999
268,1996,12,Villanova,34,13,17,0.629,2,14,16.0,1.0,10.0,12.0,95.2,108.9,16.6,27.2,50.6,0.433,4.2,16.5,0.347,0.485,19.2,20.5,0.703,13.2,38.2,11.9,6.9,6.2,10.6,18.4,78.3,76.9,17.67,1.3999999999999915,1.1226415094339623,0.9411764705882353,0.45454545454545453,0.48663101604278075,0.125,1.5474308300395256,13.100000000000001
244,1987,6,Georgetown,37,12,5,0.528,14,2,4.0,2.0,9.0,9.0,102.2,109.9,3.2,20.5,50.6,0.543,5.6,11.6,0.397,0.49,14.1,16.3,0.646,16.8,39.7,16.0,6.7,7.5,11.8,22.7,69.2,66.1,1.5,3.1000000000000085,1.3559322033898304,0.6666666666666666,0.5,0.16666666666666663,0.875,1.3675889328063242,14.2
211,1997,14,Butler,35,11,18,0.586,16,16,9.0,0.0,3.0,5.0,109.8,97.4,8.5,25.9,66.8,0.503,7.0,8.1,0.302,0.576,18.7,23.1,0.636,15.1,29.9,15.2,4.0,4.0,14.8,20.5,75.0,65.5,6.08,9.5,1.027027027027027,1.0,0.375,0.625,0.5,1.122754491017964,8.0
187,2003,10,Georgetown,37,13,9,0.703,2,15,18.0,9.0,7.0,3.0,102.0,93.1,10.0,28.0,50.8,0.439,9.9,17.8,0.317,0.524,19.5,18.2,0.741,14.8,29.8,15.3,9.1,5.3,14.8,16.3,70.3,66.0,11.99,4.299999999999997,1.0337837837837838,0.6666666666666666,0.7,-0.033333333333333326,0.11764705882352941,1.3838582677165354,14.399999999999999
357,1991,9,South Florida,29,25,6,0.647,0,14,9.0,10.0,8.0,11.0,109.8,93.0,0.0,30.5,63.3,0.461,7.6,12.9,0.353,0.505,19.4,19.3,0.741,8.4,32.4,17.0,8.7,1.9,16.3,22.4,67.8,61.0,16.15,6.799999999999997,1.0429447852760736,0.47368421052631576,0.42105263157894735,0.05263157894736842,0.0,1.0710900473933649,10.6
410,1993,10,Georgetown,27,23,3,0.357,12,2,8.0,6.0,1.0,7.0,108.1,108.4,0.0,23.0,54.6,0.476,8.3,19.5,0.337,0.519,11.2,26.1,0.707,8.9,43.3,14.2,7.6,3.9,18.7,24.9,75.6,63.8,12.26,11.799999999999997,0.7593582887700535,0.5714285714285714,0.125,0.4464285714285714,0.8571428571428571,1.3846153846153846,11.5
69,1997,13,Cincinnati,19,13,21,0.452,9,19,2.0,4.0,1.0,12.0,99.1,104.3,0.0,26.5,54.7,0.509,2.1,18.0,0.418,0.47,15.9,17.7,0.669,12.4,27.7,10.7,6.1,2.5,13.6,15.7,75.8,56.6,14.47,19.199999999999996,0.7867647058823529,0.3333333333333333,0.07692307692307693,0.2564102564102564,0.32142857142857145,1.3857404021937842,8.6
443,2010,8,Miami (FL),30,31,24,0.645,14,8,4.0,4.0,3.0,12.0,112.3,110.4,7.5,27.3,57.7,0.469,1.9,10.6,0.316,0.512,10.6,22.2,0.652,10.2,31.1,13.6,6.2,7.7,14.8,20.0,66.6,66.0,16.64,0.5999999999999943,0.9189189189189189,0.5,0.2,0.3,0.6363636363636364,1.1542461005199305,13.9
241,1990,6,Marquette,39,16,19,0.763,2,8,16.0,7.0,3.0,2.0,105.9,101.8,1.1,29.8,66.0,0.469,8.2,13.6,0.355,0.557,11.4,17.4,0.644,8.3,37.8,16.5,5.7,1.9,10.9,21.6,62.1,71.9,21.12,-9.800000000000004,1.5137614678899083,0.6956521739130435,0.6,0.09565217391304348,0.2,0.9409090909090909,7.6
416,1979,9,Louisville,21,25,6,0.469,3,5,19.0,4.0,3.0,6.0,99.1,100.4,10.2,26.4,59.1,0.48,10.6,11.6,0.316,0.449,20.3,13.3,0.635,8.5,40.9,11.9,4.7,1.5,15.7,19.0,85.3,68.6,14.17,16.700000000000003,0.7579617834394905,0.8260869565217391,0.3333333333333333,0.4927536231884058,0.375,1.44331641285956,6.2
113,1984,16,Virginia Tech,39,28,24,0.643,0,14,19.0,1.0,4.0,8.0,104.0,86.8,10.6,22.2,55.5,0.508,10.4,13.6,0.343,0.557,14.3,17.3,0.687,15.1,40.6,14.6,8.6,8.1,13.3,19.2,60.7,66.1,9.41,-5.3999999999999915,1.0977443609022555,0.95,0.3333333333333333,0.6166666666666667,0.0,1.0936936936936938,16.7
478,2000,16,Syracuse,27,36,23,0.633,3,12,15.0,2.0,0.0,10.0,115.2,101.9,10.1,22.5,58.6,0.459,7.8,25.1,0.297,0.52,14.0,24.3,0.751,13.7,34.0,14.9,8.0,1.5,17.7,23.1,66.6,60.9,12.75,5.699999999999996,0.8418079096045198,0.8823529411764706,0.0,0.8823529411764706,0.2,1.1365187713310578,9.5
249,1999,7,Rutgers,21,22,11,0.379,1,19,11.0,4.0,3.0,4.0,111.0,95.2,0.0,28.3,64.0,0.416,10.4,7.6,0.418,0.449,20.5,16.5,0.628,11.1,30.9,20.5,5.0,5.9,15.4,18.3,84.4,58.7,16.27,25.700000000000003,1.3311688311688312,0.7333333333333333,0.42857142857142855,0.30476190476190473,0.05,1.31875,10.9
422,2009,7,St. John's (NY),29,18,5,0.889,6,8,18.0,9.0,1.0,2.0,103.8,99.8,5.0,30.7,52.8,0.456,2.9,23.7,0.271,0.516,15.9,25.2,0.657,10.4,33.3,16.1,8.1,3.3,15.5,18.5,68.6,72.7,4.75,-4.1000000000000085,1.038709677419355,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.42857142857142855,1.2992424242424243,11.399999999999999
391,1981,5,Miami (FL),37,31,4,0.344,3,1,10.0,3.0,4.0,3.0,105.6,96.0,1.1,29.5,54.3,0.49,9.6,15.8,0.316,0.538,20.0,24.2,0.701,11.5,30.0,11.2,9.7,8.6,13.7,23.1,71.1,70.5,16.8,0.5999999999999943,0.8175182481751825,0.7692307692307693,0.5714285714285714,0.19780219780219788,0.75,1.30939226519337,18.299999999999997
33,1988,1,Providence,28,19,16,0.846,1,5,9.0,4.0,2.0,12.0,111.9,96.0,5.1,30.7,59.4,0.418,2.8,15.0,0.287,0.475,19.7,23.2,0.704,12.8,40.6,12.0,9.3,4.8,16.4,17.1,70.8,71.8,17.47,-1.0,0.7317073170731708,0.6923076923076923,0.14285714285714285,0.5494505494505495,0.16666666666666666,1.1919191919191918,14.100000000000001
364,2007,4,St. John's (NY),21,31,12,0.6,14,10,5.0,10.0,1.0,2.0,120.6,106.5,0.0,35.1,56.2,0.481,4.3,24.3,0.349,0.523,14.8,27.2,0.696,8.4,39.6,12.7,10.7,2.9,17.1,23.1,68.1,73.6,17.27,-5.5,0.7426900584795321,0.3333333333333333,0.3333333333333333,0.0,0.5833333333333334,1.2117437722419928,13.6
485,1994,9,West Virginia,41,32,8,0.344,8,12,19.0,1.0,4.0,8.0,111.9,95.2,12.8,21.0,67.9,0.488,7.8,24.4,0.36,0.532,14.4,21.3,0.699,12.4,36.3,17.6,7.6,6.4,14.1,16.6,62.6,71.8,11.93,-9.199999999999996,1.24822695035461,0.95,0.3333333333333333,0.6166666666666667,0.4,0.9219440353460971,14.0
98,2021,6,Louisville,33,26,25,0.688,16,7,9.0,10.0,10.0,10.0,115.3,105.2,13.3,30.7,56.0,0.439,2.1,25.1,0.397,0.557,15.5,16.3,0.717,10.7,33.9,12.7,8.6,6.3,14.1,18.7,65.1,56.6,11.12,8.499999999999993,0.900709219858156,0.47368421052631576,0.5,-0.026315789473684237,0.6956521739130435,1.1624999999999999,14.899999999999999
235,2016,6,West Virginia,21,32,24,0.467,9,9,19.0,3.0,7.0,9.0,107.5,101.4,8.5,29.8,59.2,0.47,6.3,23.4,0.397,0.504,13.5,20.6,0.779,9.1,35.9,12.2,4.6,2.1,10.2,19.3,74.7,72.3,17.47,2.4000000000000057,1.196078431372549,0.8636363636363636,0.4375,0.42613636363636365,0.5,1.2618243243243243,6.699999999999999
295,1995,11,West Virginia,25,17,10,0.867,16,5,9.0,5.0,5.0,8.0,99.6,90.3,13.0,27.9,51.9,0.395,7.4,4.8,0.335,0.57,15.1,22.4,0.7,12.8,32.1,16.8,10.1,3.6,14.6,19.4,68.8,65.3,8.28,3.5,1.1506849315068495,0.6428571428571429,0.38461538461538464,0.25824175824175827,0.7619047619047619,1.325626204238921,13.7
42,1988,16,Rutgers,28,36,6,0.619,12,11,5.0,7.0,4.0,8.0,93.1,105.2,9.5,25.4,57.7,0.439,3.7,19.4,0.298,0.545,10.3,15.4,0.635,12.9,34.5,9.5,10.8,8.8,9.8,21.7,70.7,68.0,2.81,2.700000000000003,0.9693877551020408,0.4166666666666667,0.3333333333333333,0.08333333333333337,0.5217391304347826,1.2253032928942809,19.6
53,1997,2,DePaul,37,19,8,0.763,4,19,12.0,1.0,1.0,7.0,117.6,96.7,8.1,28.2,55.2,0.452,6.6,13.4,0.319,0.455,11.2,15.7,0.731,11.9,33.8,18.4,8.0,8.5,17.9,13.6,72.0,74.8,9.34,-2.799999999999997,1.0279329608938548,0.9230769230769231,0.125,0.7980769230769231,0.17391304347826086,1.3043478260869565,16.5
89,2020,14,Boston College,23,23,16,0.467,16,4,15.0,1.0,4.0,4.0,106.4,95.7,14.1,27.4,54.4,0.409,5.1,23.5,0.332,0.524,19.9,14.4,0.673,14.4,33.3,19.7,7.0,8.8,10.3,23.0,77.2,56.6,11.93,20.6,1.9126213592233008,0.9375,0.5,0.4375,0.8,1.4191176470588236,15.8
296,2017,2,Rutgers,40,28,22,0.633,8,8,15.0,5.0,9.0,7.0,101.9,96.0,8.9,23.4,55.9,0.508,4.6,18.5,0.404,0.472,12.3,26.5,0.68,8.4,41.5,14.5,6.7,1.5,17.7,22.7,71.4,53.5,2.94,17.900000000000006,0.8192090395480226,0.75,0.5625,0.1875,0.5,1.2772808586762077,8.2
132,2003,16,West Virginia,37,18,19,0.861,6,12,8.0,10.0,5.0,9.0,114.3,89.9,22.1,26.0,55.7,0.442,3.6,16.1,0.358,0.495,18.6,20.1,0.612,12.8,32.2,15.8,6.2,6.0,14.4,25.3,86.6,67.6,2.63,19.0,1.0972222222222223,0.4444444444444444,0.35714285714285715,0.08730158730158727,0.3333333333333333,1.5547576301615798,12.2
337,1986,14,Seton Hall,30,5,24,0.643,6,19,18.0,10.0,9.0,5.0,104.5,95.7,0.0,21.5,53.5,0.488,5.0,13.0,0.306,0.471,11.8,28.2,0.776,13.1,37.4,18.1,9.9,4.4,16.6,16.0,72.0,64.4,14.3,7.599999999999994,1.0903614457831325,0.6428571428571429,0.6428571428571429,0.0,0.24,1.3457943925233644,14.3
348,1988,15,South Florida,23,19,18,0.737,0,18,14.0,1.0,7.0,5.0,104.9,98.3,0.0,23.1,61.6,0.438,4.0,11.6,0.328,0.595,22.5,26.6,0.641,12.0,33.3,16.0,4.0,4.0,17.6,17.9,76.6,56.4,0.0,20.199999999999996,0.9090909090909091,0.9333333333333333,0.5833333333333334,0.35,0.0,1.2435064935064934,8.0
48,2014,14,Cincinnati,27,25,7,0.567,8,15,11.0,8.0,7.0,9.0,109.4,108.4,2.9,27.3,60.6,0.49,5.5,12.3,0.329,0.488,20.5,23.1,0.689,8.5,36.2,14.0,9.6,4.2,9.9,20.2,82.4,69.3,3.41,13.100000000000009,1.4141414141414141,0.5789473684210527,0.4375,0.14144736842105265,0.34782608695652173,1.3597359735973598,13.8
327,2016,7,Butler,21,13,18,0.629,0,19,16.0,7.0,8.0,1.0,97.8,92.4,10.2,27.9,56.7,0.533,4.0,30.0,0.287,0.567,17.5,26.4,0.671,11.6,39.6,16.0,4.0,3.1,16.5,16.0,68.4,71.3,20.67,-2.8999999999999915,0.9696969696969697,0.6956521739130435,0.8888888888888888,-0.19323671497584538,0.0,1.2063492063492063,7.1
374,2007,9,Boston College,32,20,11,0.611,16,19,19.0,8.0,2.0,6.0,96.2,92.3,0.0,22.1,61.6,0.479,8.6,14.0,0.395,0.446,12.6,26.7,0.746,18.6,39.5,16.1,10.9,2.5,14.4,23.7,82.4,73.9,16.8,8.5,1.1180555555555556,0.7037037037037037,0.25,0.4537037037037037,0.45714285714285713,1.3376623376623378,13.4
190,2012,5,Syracuse,37,22,22,0.567,12,3,7.0,1.0,10.0,9.0,112.3,102.7,12.4,31.1,56.4,0.45,5.3,26.2,0.326,0.493,12.4,17.5,0.649,15.4,37.3,16.8,8.8,5.6,9.1,18.0,79.5,69.0,15.05,10.5,1.8461538461538463,0.875,0.5263157894736842,0.3486842105263158,0.8,1.4095744680851063,14.4
236,1990,6,Louisville,40,8,17,0.429,9,19,18.0,2.0,10.0,8.0,104.0,95.8,7.0,26.7,56.8,0.462,8.4,3.3,0.346,0.553,20.7,17.1,0.741,9.8,32.1,20.8,5.8,4.1,18.7,17.0,63.8,59.2,10.96,4.599999999999994,1.1122994652406417,0.9,0.5555555555555556,0.34444444444444444,0.32142857142857145,1.1232394366197183,9.899999999999999
300,1995,5,Louisville,37,12,17,0.296,12,9,13.0,1.0,2.0,7.0,108.2,90.4,9.4,22.8,64.4,0.497,2.0,9.3,0.283,0.506,20.5,25.4,0.64,13.2,34.0,13.4,6.7,6.0,11.1,16.5,80.7,64.2,11.09,16.5,1.2072072072072073,0.9285714285714286,0.2222222222222222,0.7063492063492064,0.5714285714285714,1.2531055900621118,12.7
458,2004,2,Providence,39,31,21,0.767,0,18,9.0,7.0,6.0,2.0,100.8,99.2,0.0,23.0,61.6,0.487,5.8,17.0,0.353,0.456,11.3,24.8,0.763,14.5,27.7,19.2,11.2,1.9,15.5,18.2,69.8,62.1,9.36,7.699999999999996,1.238709677419355,0.5625,0.75,-0.1875,0.0,1.133116883116883,13.1
149,2005,10,Creighton,39,27,8,0.853,13,15,19.0,0.0,8.0,2.0,120.6,99.5,1.6,29.5,50.5,0.525,9.9,8.1,0.356,0.495,17.0,15.3,0.726,11.5,40.0,13.8,10.0,7.7,11.9,23.4,68.3,63.8,9.23,4.5,1.1596638655462186,1.0,0.8,0.19999999999999996,0.4642857142857143,1.3524752475247523,17.7
438,2019,8,Louisville,19,27,23,0.643,17,7,9.0,0.0,10.0,1.0,105.1,104.8,14.2,26.9,57.1,0.502,5.9,10.2,0.38,0.589,11.8,15.8,0.684,8.8,40.0,16.7,11.2,4.7,11.3,25.3,68.9,71.6,9.41,-2.6999999999999886,1.4778761061946901,1.0,0.9090909090909091,0.09090909090909094,0.7083333333333334,1.2066549912434326,15.899999999999999
282,2015,3,Xavier,34,18,22,0.5,6,13,14.0,6.0,8.0,5.0,96.0,100.4,4.4,28.3,60.0,0.484,10.5,14.2,0.387,0.466,12.1,25.8,0.702,13.8,37.7,14.9,7.3,4.9,13.5,18.6,78.0,78.7,1.29,-0.7000000000000028,1.1037037037037036,0.7,0.6153846153846154,0.08461538461538454,0.3157894736842105,1.3,12.2
379,1989,3,Villanova,38,7,4,0.355,0,12,6.0,10.0,1.0,10.0,108.4,95.9,23.2,31.2,60.9,0.49,9.5,10.2,0.328,0.435,14.5,17.4,0.677,10.0,35.7,17.1,8.7,2.8,14.0,13.6,74.7,70.2,14.04,4.5,1.2214285714285715,0.375,0.09090909090909091,0.28409090909090906,0.0,1.226600985221675,11.5
128,1992,7,Boston College,36,30,22,0.483,9,13,17.0,5.0,7.0,5.0,109.8,104.4,9.9,22.5,68.5,0.467,10.4,26.4,0.378,0.485,18.0,26.3,0.628,14.0,36.0,14.3,5.4,8.8,19.9,14.5,63.1,72.2,4.53,-9.100000000000001,0.7185929648241207,0.7727272727272727,0.5833333333333334,0.18939393939393934,0.4090909090909091,0.9211678832116789,14.200000000000001
433,1981,9,Butler,39,29,18,0.4,5,8,2.0,6.0,7.0,4.0,112.4,86.8,0.0,21.4,52.1,0.435,5.2,7.6,0.358,0.465,14.6,24.9,0.737,15.2,38.4,11.7,10.8,3.1,10.0,15.2,78.9,62.7,2.09,16.200000000000003,1.17,0.25,0.6363636363636364,-0.38636363636363635,0.38461538461538464,1.5143953934740884,13.9
342,1979,14,St. John's (NY),29,17,19,0.552,12,8,12.0,2.0,3.0,4.0,104.9,102.1,4.0,23.2,58.5,0.534,9.4,8.1,0.366,0.459,22.5,17.4,0.644,15.7,32.5,16.6,4.5,8.1,12.8,24.2,80.7,66.8,11.37,13.900000000000006,1.296875,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.6,1.3794871794871795,12.6
288,2001,1,Seton Hall,37,16,17,0.581,6,11,8.0,5.0,8.0,5.0,112.3,101.2,3.9,27.2,57.1,0.423,4.5,21.4,0.417,0.485,10.5,21.4,0.646,9.9,42.8,14.6,6.7,6.2,13.6,19.4,77.3,67.7,11.0,9.599999999999994,1.0735294117647058,0.6153846153846154,0.6153846153846154,0.0,0.35294117647058826,1.3537653239929948,12.9
234,1987,5,Providence,28,14,23,0.719,12,13,12.0,3.0,5.0,11.0,113.2,101.8,8.9,23.1,67.5,0.505,8.3,14.8,0.316,0.484,13.5,20.8,0.708,12.1,31.4,14.2,5.0,5.9,12.0,13.8,81.3,64.5,1.29,16.799999999999997,1.1833333333333333,0.8,0.3125,0.48750000000000004,0.48,1.2044444444444444,10.9
424,1992,12,Villanova,28,8,14,0.78,5,19,9.0,3.0,8.0,4.0,111.5,101.5,2.9,21.3,60.1,0.443,3.0,23.8,0.303,0.474,14.3,25.3,0.709,13.7,38.8,13.5,8.9,2.9,16.6,15.9,78.9,62.8,19.16,16.10000000000001,0.8132530120481927,0.75,0.6666666666666666,0.08333333333333337,0.20833333333333334,1.312811980033278,11.8
7,2016,15,St. John's (NY),39,15,2,0.69,11,10,18.0,8.0,0.0,11.0,101.4,93.0,7.3,25.1,58.0,0.533,3.7,15.8,0.323,0.509,14.4,23.7,0.648,14.3,33.3,15.2,7.3,5.2,10.5,22.9,86.0,62.6,10.13,23.4,1.4476190476190476,0.6923076923076923,0.0,0.6923076923076923,0.5238095238095238,1.4827586206896552,12.5
